                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3775,                 3.7501,                 1.0446,                0.28783,                0.55468,                0.33445,                0.25636,                0.82427,                 1.8945,                0.88182,              5.964e-05,              5.964e-05,              5.964e-05
